,raceId,year,round,circuitId,name_x,date,time_x,fp1_date,fp1_time,fp2_date,fp2_time,fp3_date,fp3_time,quali_date,quali_time,sprint_date,sprint_time,driverId,stop,lap,time_y,duration,milliseconds_x,driverRef,code,forename,surname,dob,nationality,resultId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds_y,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,circuitRef,name_y,location,country,lat,lng,alt,url,circuit_type
10286,1053,2021,2,21,Emilia Romagna Grand Prix,2021-04-18,13:00:00,2021-04-16,\N,2021-04-16,\N,2021-04-17,\N,2021-04-17,\N,\N,\N,841,4,40,16:36:13,29.742,29742,giovinazzi,GIO,Antonio,Giovinazzi,1993-12-14,Italian,24999,51,99,17,14,14,14,0.0,62,\N,\N,57,16,1:19.470,222.378,11,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,race circuit
10287,1053,2021,2,21,Emilia Romagna Grand Prix,2021-04-18,13:00:00,2021-04-16,\N,2021-04-16,\N,2021-04-17,\N,2021-04-17,\N,\N,\N,842,1,14,15:30:10,31.068,31068,gasly,GAS,Pierre,Gasly,1996-02-07,French,24992,213,10,5,7,7,7,6.0,63,+52.818,7407416,52,9,1:18.994,223.718,1,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,race circuit
10288,1053,2021,2,21,Emilia Romagna Grand Prix,2021-04-18,13:00:00,2021-04-16,\N,2021-04-16,\N,2021-04-17,\N,2021-04-17,\N,\N,\N,842,2,26,15:48:45,32.277,32277,gasly,GAS,Pierre,Gasly,1996-02-07,French,24992,213,10,5,7,7,7,6.0,63,+52.818,7407416,52,9,1:18.994,223.718,1,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,race circuit
10289,1053,2021,2,21,Emilia Romagna Grand Prix,2021-04-18,13:00:00,2021-04-16,\N,2021-04-16,\N,2021-04-17,\N,2021-04-17,\N,\N,\N,842,3,32,15:59:18,24:13.539,1453539,gasly,GAS,Pierre,Gasly,1996-02-07,French,24992,213,10,5,7,7,7,6.0,63,+52.818,7407416,52,9,1:18.994,223.718,1,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,race circuit
10290,1053,2021,2,21,Emilia Romagna Grand Prix,2021-04-18,13:00:00,2021-04-16,\N,2021-04-16,\N,2021-04-17,\N,2021-04-17,\N,\N,\N,842,4,33,16:25:09,56.083,56083,gasly,GAS,Pierre,Gasly,1996-02-07,French,24992,213,10,5,7,7,7,6.0,63,+52.818,7407416,52,9,1:18.994,223.718,1,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,race circuit
10291,1077,2022,4,21,Emilia Romagna Grand Prix,2022-04-24,13:00:00,2022-04-22,11:30:00,2022-04-23,10:30:00,\N,\N,2022-04-22,15:00:00,2022-04-23,14:30:00,842,1,17,15:32:38,30.405,30405,gasly,GAS,Pierre,Gasly,1996-02-07,French,25477,213,10,17,12,12,12,0.0,62,\N,\N,34,15,1:21.713,216.274,11,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,race circuit
10294,1043,2020,13,21,Emilia Romagna Grand Prix,2020-11-01,12:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,844,1,13,13:30:49,30.243,30243,leclerc,LEC,Charles,Leclerc,1997-10-16,Monegasque,24870,6,16,7,5,5,5,10.0,63,+19.111,5331541,62,12,1:18.173,226.067,1,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,race circuit
10295,1053,2021,2,21,Emilia Romagna Grand Prix,2021-04-18,13:00:00,2021-04-16,\N,2021-04-16,\N,2021-04-17,\N,2021-04-17,\N,\N,\N,844,1,28,15:49:43,31.002,31002,leclerc,LEC,Charles,Leclerc,1997-10-16,Monegasque,24989,6,16,4,4,4,4,12.0,63,+25.579,7380177,60,6,1:18.379,225.473,1,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,race circuit
10296,1053,2021,2,21,Emilia Romagna Grand Prix,2021-04-18,13:00:00,2021-04-16,\N,2021-04-16,\N,2021-04-17,\N,2021-04-17,\N,\N,\N,844,2,33,15:58:28,26:49.484,1609484,leclerc,LEC,Charles,Leclerc,1997-10-16,Monegasque,24989,6,16,4,4,4,4,12.0,63,+25.579,7380177,60,6,1:18.379,225.473,1,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,race circuit
10297,1077,2022,4,21,Emilia Romagna Grand Prix,2022-04-24,13:00:00,2022-04-22,11:30:00,2022-04-23,10:30:00,\N,\N,2022-04-22,15:00:00,2022-04-23,14:30:00,844,1,19,15:34:56,31.794,31794,leclerc,LEC,Charles,Leclerc,1997-10-16,Monegasque,25471,6,16,2,6,6,6,8.0,63,+56.072,5584058,63,2,1:18.574,224.914,1,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,race circuit
10298,1077,2022,4,21,Emilia Romagna Grand Prix,2022-04-24,13:00:00,2022-04-22,11:30:00,2022-04-23,10:30:00,\N,\N,2022-04-22,15:00:00,2022-04-23,14:30:00,844,2,49,16:16:19,30.042,30042,leclerc,LEC,Charles,Leclerc,1997-10-16,Monegasque,25471,6,16,2,6,6,6,8.0,63,+56.072,5584058,63,2,1:18.574,224.914,1,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,race circuit
10299,1077,2022,4,21,Emilia Romagna Grand Prix,2022-04-24,13:00:00,2022-04-22,11:30:00,2022-04-23,10:30:00,\N,\N,2022-04-22,15:00:00,2022-04-23,14:30:00,844,3,53,16:22:17,36.560,36560,leclerc,LEC,Charles,Leclerc,1997-10-16,Monegasque,25471,6,16,2,6,6,6,8.0,63,+56.072,5584058,63,2,1:18.574,224.914,1,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,race circuit
10301,1043,2020,13,21,Emilia Romagna Grand Prix,2020-11-01,12:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,848,1,14,13:32:12,29.770,29770,albon,ALB,Alexander,Albon,1996-03-23,Thai,24880,9,23,6,15,15,15,0.0,63,+57.284,5369714,63,3,1:16.177,231.991,1,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,race circuit
10302,1043,2020,13,21,Emilia Romagna Grand Prix,2020-11-01,12:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,848,2,59,14:37:02,29.552,29552,albon,ALB,Alexander,Albon,1996-03-23,Thai,24880,9,23,6,15,15,15,0.0,63,+57.284,5369714,63,3,1:16.177,231.991,1,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,race circuit
10303,1077,2022,4,21,Emilia Romagna Grand Prix,2022-04-24,13:00:00,2022-04-22,11:30:00,2022-04-23,10:30:00,\N,\N,2022-04-22,15:00:00,2022-04-23,14:30:00,848,1,17,15:32:41,30.793,30793,albon,ALB,Alexander,Albon,1996-03-23,Thai,25476,3,23,18,11,11,11,0.0,62,\N,\N,61,17,1:21.757,216.157,11,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,race circuit
10308,1043,2020,13,21,Emilia Romagna Grand Prix,2020-11-01,12:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,846,1,13,13:30:56,29.683,29683,norris,NOR,Lando,Norris,1999-11-13,British,24873,1,4,9,8,8,8,4.0,63,+21.131,5333561,63,8,1:18.069,226.368,1,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,race circuit
10309,1043,2020,13,21,Emilia Romagna Grand Prix,2020-11-01,12:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,846,2,53,14:25:29,30.203,30203,norris,NOR,Lando,Norris,1999-11-13,British,24873,1,4,9,8,8,8,4.0,63,+21.131,5333561,63,8,1:18.069,226.368,1,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,race circuit
10310,1053,2021,2,21,Emilia Romagna Grand Prix,2021-04-18,13:00:00,2021-04-16,\N,2021-04-16,\N,2021-04-17,\N,2021-04-17,\N,\N,\N,846,1,28,15:50:11,30.654,30654,norris,NOR,Lando,Norris,1999-11-13,British,24988,1,4,7,3,3,3,15.0,63,+23.702,7378300,63,3,1:18.259,225.819,1,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,race circuit
10311,1053,2021,2,21,Emilia Romagna Grand Prix,2021-04-18,13:00:00,2021-04-16,\N,2021-04-16,\N,2021-04-17,\N,2021-04-17,\N,\N,\N,846,2,33,15:59:06,26:24.953,1584953,norris,NOR,Lando,Norris,1999-11-13,British,24988,1,4,7,3,3,3,15.0,63,+23.702,7378300,63,3,1:18.259,225.819,1,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,race circuit
10312,1077,2022,4,21,Emilia Romagna Grand Prix,2022-04-24,13:00:00,2022-04-22,11:30:00,2022-04-23,10:30:00,\N,\N,2022-04-22,15:00:00,2022-04-23,14:30:00,846,1,19,15:35:07,30.070,30070,norris,NOR,Lando,Norris,1999-11-13,British,25468,1,4,5,3,3,3,15.0,63,+34.834,5562820,61,7,1:20.903,218.439,1,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,race circuit
10314,1043,2020,13,21,Emilia Romagna Grand Prix,2020-11-01,12:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,847,1,11,13:28:18,29.707,29707,russell,RUS,George,Russell,1998-02-15,British,24881,3,63,13,\N,R,16,0.0,51,\N,\N,43,16,1:18.811,224.237,3,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,race circuit
10315,1053,2021,2,21,Emilia Romagna Grand Prix,2021-04-18,13:00:00,2021-04-16,\N,2021-04-16,\N,2021-04-17,\N,2021-04-17,\N,\N,\N,847,1,26,15:47:53,29.983,29983,russell,RUS,George,Russell,1998-02-15,British,25004,3,63,12,\N,R,19,0.0,30,\N,\N,28,18,1:26.543,204.203,4,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,race circuit
10316,1077,2022,4,21,Emilia Romagna Grand Prix,2022-04-24,13:00:00,2022-04-22,11:30:00,2022-04-23,10:30:00,\N,\N,2022-04-22,15:00:00,2022-04-23,14:30:00,847,1,18,15:33:46,31.079,31079,russell,RUS,George,Russell,1998-02-15,British,25469,131,63,11,4,4,4,12.0,63,+42.506,5570492,57,8,1:20.962,218.280,1,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,race circuit
10319,1043,2020,13,21,Emilia Romagna Grand Prix,2020-11-01,12:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,849,1,34,13:59:15,29.892,29892,latifi,LAT,Nicholas,Latifi,1995-06-29,Canadian,24876,3,6,19,11,11,11,0.0,63,+27.135,5339565,37,14,1:18.719,224.499,1,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,race circuit
10320,1077,2022,4,21,Emilia Romagna Grand Prix,2022-04-24,13:00:00,2022-04-22,11:30:00,2022-04-23,10:30:00,\N,\N,2022-04-22,15:00:00,2022-04-23,14:30:00,849,1,18,15:34:17,31.125,31125,latifi,LAT,Nicholas,Latifi,1995-06-29,Canadian,25481,3,6,19,16,16,16,0.0,62,\N,\N,62,12,1:21.338,217.271,11,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,race circuit
10321,1053,2021,2,21,Emilia Romagna Grand Prix,2021-04-18,13:00:00,2021-04-16,\N,2021-04-16,\N,2021-04-17,\N,2021-04-17,\N,\N,\N,854,1,5,15:15:11,51.007,51007,mick_schumacher,MSC,Mick,Schumacher,1999-03-22,German,25001,210,47,18,16,16,16,0.0,61,\N,\N,58,11,1:19.193,223.156,12,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,race circuit
10322,1053,2021,2,21,Emilia Romagna Grand Prix,2021-04-18,13:00:00,2021-04-16,\N,2021-04-16,\N,2021-04-17,\N,2021-04-17,\N,\N,\N,854,2,21,15:41:24,32.479,32479,mick_schumacher,MSC,Mick,Schumacher,1999-03-22,German,25001,210,47,18,16,16,16,0.0,61,\N,\N,58,11,1:19.193,223.156,12,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,race circuit
10323,1053,2021,2,21,Emilia Romagna Grand Prix,2021-04-18,13:00:00,2021-04-16,\N,2021-04-16,\N,2021-04-17,\N,2021-04-17,\N,\N,\N,854,3,31,15:58:20,25:21.462,1521462,mick_schumacher,MSC,Mick,Schumacher,1999-03-22,German,25001,210,47,18,16,16,16,0.0,61,\N,\N,58,11,1:19.193,223.156,12,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,race circuit
10324,1053,2021,2,21,Emilia Romagna Grand Prix,2021-04-18,13:00:00,2021-04-16,\N,2021-04-16,\N,2021-04-17,\N,2021-04-17,\N,\N,\N,854,4,32,16:25:16,51.222,51222,mick_schumacher,MSC,Mick,Schumacher,1999-03-22,German,25001,210,47,18,16,16,16,0.0,61,\N,\N,58,11,1:19.193,223.156,12,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,race circuit
10325,1077,2022,4,21,Emilia Romagna Grand Prix,2022-04-24,13:00:00,2022-04-22,11:30:00,2022-04-23,10:30:00,\N,\N,2022-04-22,15:00:00,2022-04-23,14:30:00,854,1,18,15:34:18,31.320,31320,mick_schumacher,MSC,Mick,Schumacher,1999-03-22,German,25482,210,47,10,17,17,17,0.0,62,\N,\N,55,4,1:18.999,223.704,11,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,race circuit
10326,1077,2022,4,21,Emilia Romagna Grand Prix,2022-04-24,13:00:00,2022-04-22,11:30:00,2022-04-23,10:30:00,\N,\N,2022-04-22,15:00:00,2022-04-23,14:30:00,854,2,52,16:22:04,30.984,30984,mick_schumacher,MSC,Mick,Schumacher,1999-03-22,German,25482,210,47,10,17,17,17,0.0,62,\N,\N,55,4,1:18.999,223.704,11,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,race circuit
10327,1053,2021,2,21,Emilia Romagna Grand Prix,2021-04-18,13:00:00,2021-04-16,\N,2021-04-16,\N,2021-04-17,\N,2021-04-17,\N,\N,\N,853,1,12,15:27:20,31.168,31168,mazepin,MAZ,Nikita,Mazepin,1999-03-02,Russian,25002,210,9,19,17,17,17,0.0,61,\N,\N,55,17,1:20.402,219.800,12,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,race circuit
10328,1053,2021,2,21,Emilia Romagna Grand Prix,2021-04-18,13:00:00,2021-04-16,\N,2021-04-16,\N,2021-04-17,\N,2021-04-17,\N,\N,\N,853,2,23,15:45:20,31.500,31500,mazepin,MAZ,Nikita,Mazepin,1999-03-02,Russian,25002,210,9,19,17,17,17,0.0,61,\N,\N,55,17,1:20.402,219.800,12,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,race circuit
10329,1053,2021,2,21,Emilia Romagna Grand Prix,2021-04-18,13:00:00,2021-04-16,\N,2021-04-16,\N,2021-04-17,\N,2021-04-17,\N,\N,\N,853,3,31,15:58:57,24:46.154,1486154,mazepin,MAZ,Nikita,Mazepin,1999-03-02,Russian,25002,210,9,19,17,17,17,0.0,61,\N,\N,55,17,1:20.402,219.800,12,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,race circuit
10330,1053,2021,2,21,Emilia Romagna Grand Prix,2021-04-18,13:00:00,2021-04-16,\N,2021-04-16,\N,2021-04-17,\N,2021-04-17,\N,\N,\N,853,4,32,16:25:22,49.729,49729,mazepin,MAZ,Nikita,Mazepin,1999-03-02,Russian,25002,210,9,19,17,17,17,0.0,61,\N,\N,55,17,1:20.402,219.800,12,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,race circuit
10331,1053,2021,2,21,Emilia Romagna Grand Prix,2021-04-18,13:00:00,2021-04-16,\N,2021-04-16,\N,2021-04-17,\N,2021-04-17,\N,\N,\N,852,1,25,15:46:39,30.696,30696,tsunoda,TSU,Yuki,Tsunoda,2000-05-11,Japanese,24997,213,22,20,12,12,12,0.0,63,+73.184,7427782,49,4,1:18.334,225.603,1,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,race circuit
10332,1053,2021,2,21,Emilia Romagna Grand Prix,2021-04-18,13:00:00,2021-04-16,\N,2021-04-16,\N,2021-04-17,\N,2021-04-17,\N,\N,\N,852,2,32,15:58:24,24:51.384,1491384,tsunoda,TSU,Yuki,Tsunoda,2000-05-11,Japanese,24997,213,22,20,12,12,12,0.0,63,+73.184,7427782,49,4,1:18.334,225.603,1,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,race circuit
10333,1053,2021,2,21,Emilia Romagna Grand Prix,2021-04-18,13:00:00,2021-04-16,\N,2021-04-16,\N,2021-04-17,\N,2021-04-17,\N,\N,\N,852,3,33,16:24:52,1:03.280,63280,tsunoda,TSU,Yuki,Tsunoda,2000-05-11,Japanese,24997,213,22,20,12,12,12,0.0,63,+73.184,7427782,49,4,1:18.334,225.603,1,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,race circuit
10334,1077,2022,4,21,Emilia Romagna Grand Prix,2022-04-24,13:00:00,2022-04-22,11:30:00,2022-04-23,10:30:00,\N,\N,2022-04-22,15:00:00,2022-04-23,14:30:00,852,1,18,15:34:06,30.372,30372,tsunoda,TSU,Yuki,Tsunoda,2000-05-11,Japanese,25472,213,22,12,7,7,7,6.0,63,+1:01.110,5589096,61,5,1:20.544,219.412,1,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,race circuit
10336,1077,2022,4,21,Emilia Romagna Grand Prix,2022-04-24,13:00:00,2022-04-22,11:30:00,2022-04-23,10:30:00,\N,\N,2022-04-22,15:00:00,2022-04-23,14:30:00,855,1,18,15:34:18,32.203,32203,zhou,ZHO,Guanyu,Zhou,1999-05-30,Chinese,25480,51,24,0,15,15,15,0.0,62,\N,\N,61,11,1:21.286,217.410,11,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,race circuit
10340,1051,2021,20,78,Qatar Grand Prix,2021-11-21,14:00:00,2021-11-19,\N,2021-11-19,\N,2021-11-20,\N,2021-11-20,\N,\N,\N,4,1,23,17:38:20,25.991,25991,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,25348,214,14,3,3,3,3,15.0,57,+59.457,5127928,48,10,1:26.682,223.437,1,losail,Losail International Circuit,Al Daayen,Qatar,25.49,51.4542,12,http://en.wikipedia.org/wiki/Losail_International_Circuit,street circuit
10341,1115,2023,17,78,Qatar Grand Prix,2023-10-08,17:00:00,2023-10-06,13:30:00,2023-10-07,13:00:00,\N,\N,2023-10-06,17:00:00,2023-10-07,17:30:00,4,1,11,20:23:19,28.373,28373,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,26171,117,14,4,6,6,6,8.0,57,+49.032,5308200,57,6,1:26.045,226.723,1,losail,Losail International Circuit,Al Daayen,Qatar,25.49,51.4542,12,http://en.wikipedia.org/wiki/Losail_International_Circuit,street circuit
10342,1115,2023,17,78,Qatar Grand Prix,2023-10-08,17:00:00,2023-10-06,13:30:00,2023-10-07,13:00:00,\N,\N,2023-10-06,17:00:00,2023-10-07,17:30:00,4,2,26,20:46:01,28.432,28432,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,26171,117,14,4,6,6,6,8.0,57,+49.032,5308200,57,6,1:26.045,226.723,1,losail,Losail International Circuit,Al Daayen,Qatar,25.49,51.4542,12,http://en.wikipedia.org/wiki/Losail_International_Circuit,street circuit
10343,1115,2023,17,78,Qatar Grand Prix,2023-10-08,17:00:00,2023-10-06,13:30:00,2023-10-07,13:00:00,\N,\N,2023-10-06,17:00:00,2023-10-07,17:30:00,4,3,44,21:12:50,28.393,28393,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,26171,117,14,4,6,6,6,8.0,57,+49.032,5308200,57,6,1:26.045,226.723,1,losail,Losail International Circuit,Al Daayen,Qatar,25.49,51.4542,12,http://en.wikipedia.org/wiki/Losail_International_Circuit,street circuit
10344,1051,2021,20,78,Qatar Grand Prix,2021-11-21,14:00:00,2021-11-19,\N,2021-11-19,\N,2021-11-20,\N,2021-11-20,\N,\N,\N,20,1,26,17:43:20,25.726,25726,vettel,VET,Sebastian,Vettel,1987-07-03,German,25355,117,5,10,10,10,10,1.0,56,\N,\N,53,7,1:26.434,224.078,11,losail,Losail International Circuit,Al Daayen,Qatar,25.49,51.4542,12,http://en.wikipedia.org/wiki/Losail_International_Circuit,street circuit
10345,1051,2021,20,78,Qatar Grand Prix,2021-11-21,14:00:00,2021-11-19,\N,2021-11-19,\N,2021-11-20,\N,2021-11-20,\N,\N,\N,1,1,18,17:30:21,25.235,25235,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,25346,131,44,1,1,1,1,25.0,57,1:24:28.471,5068471,50,2,1:25.084,227.633,1,losail,Losail International Circuit,Al Daayen,Qatar,25.49,51.4542,12,http://en.wikipedia.org/wiki/Losail_International_Circuit,street circuit
10346,1051,2021,20,78,Qatar Grand Prix,2021-11-21,14:00:00,2021-11-19,\N,2021-11-19,\N,2021-11-20,\N,2021-11-20,\N,\N,\N,1,2,42,18:05:37,25.381,25381,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,25346,131,44,1,1,1,1,25.0,57,1:24:28.471,5068471,50,2,1:25.084,227.633,1,losail,Losail International Circuit,Al Daayen,Qatar,25.49,51.4542,12,http://en.wikipedia.org/wiki/Losail_International_Circuit,street circuit
10347,1051,2021,20,78,Qatar Grand Prix,2021-11-21,14:00:00,2021-11-19,\N,2021-11-19,\N,2021-11-20,\N,2021-11-20,\N,\N,\N,815,1,19,17:32:28,25.419,25419,perez,PER,Sergio,Pérez,1990-01-26,Mexican,25349,9,11,11,4,4,4,12.0,57,+1:02.306,5130777,49,3,1:25.613,226.227,1,losail,Losail International Circuit,Al Daayen,Qatar,25.49,51.4542,12,http://en.wikipedia.org/wiki/Losail_International_Circuit,street circuit
10348,1051,2021,20,78,Qatar Grand Prix,2021-11-21,14:00:00,2021-11-19,\N,2021-11-19,\N,2021-11-20,\N,2021-11-20,\N,\N,\N,815,2,41,18:05:15,25.420,25420,perez,PER,Sergio,Pérez,1990-01-26,Mexican,25349,9,11,11,4,4,4,12.0,57,+1:02.306,5130777,49,3,1:25.613,226.227,1,losail,Losail International Circuit,Al Daayen,Qatar,25.49,51.4542,12,http://en.wikipedia.org/wiki/Losail_International_Circuit,street circuit
10349,1115,2023,17,78,Qatar Grand Prix,2023-10-08,17:00:00,2023-10-06,13:30:00,2023-10-07,13:00:00,\N,\N,2023-10-06,17:00:00,2023-10-07,17:30:00,815,1,17,20:32:32,27.808,27808,perez,PER,Sergio,Pérez,1990-01-26,Mexican,26175,9,11,0,10,10,10,1.0,57,+1:20.181,5339349,50,7,1:26.220,226.263,1,losail,Losail International Circuit,Al Daayen,Qatar,25.49,51.4542,12,http://en.wikipedia.org/wiki/Losail_International_Circuit,street circuit
10350,1115,2023,17,78,Qatar Grand Prix,2023-10-08,17:00:00,2023-10-06,13:30:00,2023-10-07,13:00:00,\N,\N,2023-10-06,17:00:00,2023-10-07,17:30:00,815,2,31,20:53:34,33.246,33246,perez,PER,Sergio,Pérez,1990-01-26,Mexican,26175,9,11,0,10,10,10,1.0,57,+1:20.181,5339349,50,7,1:26.220,226.263,1,losail,Losail International Circuit,Al Daayen,Qatar,25.49,51.4542,12,http://en.wikipedia.org/wiki/Losail_International_Circuit,street circuit
10351,1115,2023,17,78,Qatar Grand Prix,2023-10-08,17:00:00,2023-10-06,13:30:00,2023-10-07,13:00:00,\N,\N,2023-10-06,17:00:00,2023-10-07,17:30:00,815,3,43,21:11:35,33.165,33165,perez,PER,Sergio,Pérez,1990-01-26,Mexican,26175,9,11,0,10,10,10,1.0,57,+1:20.181,5339349,50,7,1:26.220,226.263,1,losail,Losail International Circuit,Al Daayen,Qatar,25.49,51.4542,12,http://en.wikipedia.org/wiki/Losail_International_Circuit,street circuit
